Year,CEq_50,CEq_75,CEq_95,Ratio_75_to_50,Ratio_95_to_50,Drop_75_vs_50_pct,Drop_95_vs_50_pct,Ordering
2022,1.07705654409961,0.930148400802184,0.910928884081843,0.8636021998081472,0.8457577172453418,-13.639780019185277,-15.424228275465824,50 > 75 > 95
2023,1.166707868,1.017084498,0.984019,0.8717559261372874,0.8434150715781407,-12.824407386271265,-15.658492842185934,50 > 75 > 95
2024,1.15066048573373,0.998778479891373,0.972763926048402,0.868004500262727,0.8453961338805421,-13.199549973727297,-15.460386611945786,50 > 75 > 95
