Corridor,Mean_CEq,SD_CEq,CV_CEq_pct,Min_CEq,Max_CEq
50,1.1314749659444467,0.04780588976749511,4.225094783921388,1.07705654409961,1.166707868
75,0.9820037928978523,0.04583136308026386,4.667126890112859,0.930148400802184,1.017084498
95,0.9559039367100817,0.03935397936166826,4.116938726825645,0.910928884081843,0.984019
